movie_id,year,platform,rating_count,meta_country,runtime_min,runtime_text,mean_rating,title,rating_distribution_1_to_5,genres,reviews_count,rating_distribution,url,meta
1306664,2000,Douban,169288,,,,9.0,共同警备区 공동경비구역 JSA,,Drama,,"['56.2', '36.7', '6.5', '0.4', '0.1']",https://movie.douban.com/subject/1306664/,
1293530,2000,Douban,258917,,,,8.6,角斗士 Gladiator,,Drama / Action / Adventure,,"['42.8', '44.3', '11.9', '0.7', '0.2']",https://movie.douban.com/subject/1293530/,
1301715,2000,Douban,144547,,,,8.0,美国精神病人 American Psycho,,Drama / Horror / Crime,,"['25.6', '49.7', '22.3', '2.0', '0.5']",https://movie.douban.com/subject/1301715/,
1299661,2000,Douban,282816,,,,8.2,苏州河,,Drama / Romance,,"['32.8', '47.6', '17.5', '1.7', '0.4']",https://movie.douban.com/subject/1299661/,
1293050,2000,Douban,113072,,,,8.5,永不妥协 Erin Brockovich,,Drama / Biography,,"['38.0', '49.1', '12.1', '0.6', '0.1']",https://movie.douban.com/subject/1293050/,
1300300,2000,Douban,385076,,,,7.9,死神来了 Final Destination,,Thriller / Horror,,"['24.3', '49.6', '24.0', '1.8', '0.3']",https://movie.douban.com/subject/1300300/,
1304447,2000,Douban,666075,,,,8.7,记忆碎片 Memento,,Drama / Mystery / Thriller / Crime,,"['47.2', '41.2', '10.4', '0.9', '0.3']",https://movie.douban.com/subject/1304447/,
1292434,2000,Douban,500811,,,,9.1,一一,,Drama / Romance / Family,,"['66.4', '25.7', '6.7', '0.8', '0.4']",https://movie.douban.com/subject/1292434/,
1294183,2000,Douban,141841,,,,8.4,黑洞频率 Frequency,,Sci-Fi / Mystery / Crime,,"['36.8', '49.3', '13.0', '0.7', '0.1']",https://movie.douban.com/subject/1294183/,
1293171,2000,Douban,72305,,,,7.6,入侵脑细胞 The Cell,,Sci-Fi / Thriller / Horror,,"['20.1', '46.6', '29.5', '3.1', '0.7']",https://movie.douban.com/subject/1293171/,
1295250,2000,Douban,301564,,,,7.8,X战警 X-Men,,Action / Sci-Fi,,"['20.4', '51.7', '26.3', '1.3', '0.2']",https://movie.douban.com/subject/1295250/,
1306454,2000,Douban,26179,,,,8.5,烈焰焚币 Plata quemada,,Drama / Romance / Thriller / Homosexual / Crime,,"['46.4', '36.8', '14.6', '1.7', '0.4']",https://movie.douban.com/subject/1306454/,
1304489,2000,Douban,7518,,,,7.6,西洋镜,,Drama / Romance / History,,"['16.6', '51.0', '29.8', '2.3', '0.2']",https://movie.douban.com/subject/1304489/,
1292402,2000,Douban,1085795,,,,8.9,西西里的美丽传说 Malèna,,Drama / Eroticism / War,,"['55.4', '36.4', '7.4', '0.5', '0.2']",https://movie.douban.com/subject/1292402/,
1416898,2000,Douban,18777,,,,8.6,鲸鱼马戏团 Werckmeister harmóniák,,Drama / Mystery,,"['50.7', '34.2', '11.4', '2.5', '1.2']",https://movie.douban.com/subject/1416898/,
2157131,2000,Douban,202005,,,,8.7,少年包青天,,Drama / Mystery / Costume,,"['47.2', '41.5', '10.2', '0.8', '0.3']",https://movie.douban.com/subject/2157131/,
1301168,2000,Douban,545556,,,,8.4,卧虎藏龙 臥虎藏龍,,Drama / Romance / Chinese swordplay,,"['39.2', '45.1', '14.3', '1.2', '0.3']",https://movie.douban.com/subject/1301168/,
1301171,2000,Douban,214357,,,,8.5,偷拐抢骗 Snatch,,Comedy / Crime,,"['40.5', '46.4', '12.0', '0.9', '0.2']",https://movie.douban.com/subject/1301171/,
1293770,2000,Douban,61526,,,,8.1,猎杀U-571 U-571,,Drama / Action / War,,"['27.9', '52.7', '17.8', '1.2', '0.4']",https://movie.douban.com/subject/1293770/,
1293400,2000,Douban,18663,,,,8.2,怒海潜将 Men of Honor,,Drama / Biography,,"['32.8', '48.9', '16.7', '1.3', '0.4']",https://movie.douban.com/subject/1293400/,
1291557,2000,Douban,798471,,,,8.8,花样年华 花樣年華,,Drama / Romance,,"['50.6', '39.3', '9.2', '0.7', '0.2']",https://movie.douban.com/subject/1291557/,
1308035,2000,Douban,20388,,,,7.5,顺流逆流 順流逆流,,Drama / Action / Thriller / Crime,,"['19.1', '45.0', '30.3', '4.6', '1.0']",https://movie.douban.com/subject/1308035/,
1299986,2000,Douban,10832,,,,7.6,夏天的滋味 Mùa hè chiều thẳng đứng,,Drama,,"['18.2', '48.8', '29.5', '3.0', '0.5']",https://movie.douban.com/subject/1299986/,
1294181,2000,Douban,50369,,,,8.4,大佬 Brother,,Drama / Thriller / Crime,,"['37.8', '46.8', '13.9', '1.2', '0.3']",https://movie.douban.com/subject/1294181/,
1298525,2000,Douban,214189,,,,7.3,碟中谍2 Mission: Impossible II,,Action / Thriller / Adventure,,"['15.3', '39.8', '38.2', '5.9', '0.8']",https://movie.douban.com/subject/1298525/,
1292444,2000,Douban,245714,,,,7.9,大逃杀 バトル・ロワイアル,,Drama / Thriller,,"['28.3', '45.2', '22.2', '3.3', '1.0']",https://movie.douban.com/subject/1292444/,
1306799,2000,Douban,46102,,,,7.4,恋战冲绳 戀戰沖繩,,Drama / Romance,,"['18.7', '37.4', '38.0', '5.2', '0.7']",https://movie.douban.com/subject/1306799/,
1298653,2000,Douban,299435,,,,8.6,荒岛余生 Cast Away,,Drama / Adventure,,"['43.5', '45.5', '10.3', '0.5', '0.1']",https://movie.douban.com/subject/1298653/,
2357701,2000,Douban,134969,,,,8.5,名侦探柯南：瞳孔中的暗杀者 名探偵コナン 瞳の中の暗殺者,,Drama / Animation / Mystery / Crime / Adventure,,"['38.8', '46.1', '14.2', '0.7', '0.1']",https://movie.douban.com/subject/2357701/,
1307144,2000,Douban,31402,,,,7.4,一见钟情 一見鍾情,,Romance,,"['18.0', '39.8', '36.3', '5.1', '0.9']",https://movie.douban.com/subject/1307144/,
1295078,2000,Douban,41058,,,,7.1,偷听女人心 What Women Want,,Comedy / Romance / Fantasy,,"['9.6', '39.6', '47.0', '3.3', '0.4']",https://movie.douban.com/subject/1295078/,
1307884,2000,Douban,15550,,,,6.7,午夜凶铃3：贞相大白 リング0 バースデイ,,Drama / Horror,,"['12.2', '26.1', '50.6', '9.1', '1.9']",https://movie.douban.com/subject/1307884/,
1291858,2000,Douban,708429,,,,9.3,鬼子来了,,Drama / Comedy,,"['71.4', '23.8', '4.3', '0.3', '0.2']",https://movie.douban.com/subject/1291858/,
1663415,2000,Douban,38988,,,,8.1,上车走吧,,Drama,,"['26.3', '53.5', '18.6', '1.3', '0.3']",https://movie.douban.com/subject/1663415/,
1307681,2000,Douban,44293,,,,7.7,榴莲飘飘 榴槤飄飄,,Drama,,"['17.7', '53.4', '26.7', '1.8', '0.4']",https://movie.douban.com/subject/1307681/,
1301711,2000,Douban,25466,,,,6.8,不死劫 Unbreakable,,Mystery / Thriller / Crime,,"['9.1', '32.5', '48.4', '8.6', '1.4']",https://movie.douban.com/subject/1301711/,
1297670,2000,Douban,14544,,,,6.1,致命罗密欧 Romeo Must Die,,Drama / Action / Romance / Thriller / Crime,,"['5.8', '16.4', '59.4', '16.0', '2.4']",https://movie.douban.com/subject/1297670/,
1296015,2000,Douban,39883,,,,8.2,运转手之恋 運転手之恋,,Comedy / Romance,,"['29.6', '51.6', '17.2', '1.3', '0.3']",https://movie.douban.com/subject/1296015/,
1306526,2000,Douban,94508,,,,7.9,触不到的恋人 시월애,,Romance / Fantasy,,"['23.5', '50.1', '24.4', '1.7', '0.3']",https://movie.douban.com/subject/1306526/,
1464448,2000,Douban,117015,,,,9.2,犬夜叉,,Drama / Romance / Animation / Thriller / Fantasy / Adventure,,"['65.7', '27.5', '6.0', '0.5', '0.3']",https://movie.douban.com/subject/1464448/,
2154859,2000,Douban,130369,,,,9.1,大明宫词,,Drama / Romance / Costume,,"['62.7', '29.8', '6.6', '0.6', '0.4']",https://movie.douban.com/subject/2154859/,
1300949,2000,Douban,4677,,,,7.1,疑云密布 Under Suspicion,,Drama / Thriller / Crime,,"['11.5', '40.0', '41.4', '6.1', '1.1']",https://movie.douban.com/subject/1300949/,
1299235,2000,Douban,16054,,,,7.6,毒品网络 Traffic,,Drama / Thriller / Crime,,"['17.0', '51.0', '28.6', '2.8', '0.7']",https://movie.douban.com/subject/1299235/,
2153598,2000,Douban,35349,,,,9.0,欲望都市 第三季 Sex and the City Season 3,,Comedy / Romance,,"['60.9', '31.5', '7.0', '0.4', '0.2']",https://movie.douban.com/subject/2153598/,
2161882,2000,Douban,44433,,,,9.3,男亲女爱 男親女愛,,Comedy,,"['71.4', '22.6', '5.1', '0.6', '0.4']",https://movie.douban.com/subject/2161882/,
1301886,2000,Douban,78859,,,,8.2,居家男人 The Family Man,,Drama / Comedy / Romance / Family / Fantasy,,"['33.1', '46.4', '18.6', '1.5', '0.3']",https://movie.douban.com/subject/1301886/,
1293899,2000,Douban,42497,,,,7.3,"一个头两个大 Me, Myself & Irene",,Comedy,,"['15.1', '40.4', '39.7', '4.3', '0.6']",https://movie.douban.com/subject/1293899/,
1291850,2000,Douban,80719,,,,8.4,站台,,Drama / History,,"['37.7', '47.0', '13.8', '1.2', '0.4']",https://movie.douban.com/subject/1291850/,
1308252,2000,Douban,57167,,,,7.6,江湖告急,,Comedy / Crime,,"['19.0', '48.5', '28.9', '3.0', '0.6']",https://movie.douban.com/subject/1308252/,
1302109,2000,Douban,148457,,,,8.3,十二夜,,Drama / Romance,,"['32.7', '49.3', '16.6', '1.2', '0.3']",https://movie.douban.com/subject/1302109/,
1304304,2000,Douban,32886,,,,8.2,朱丽叶与梁山伯 朱麗葉與梁山伯,,Drama / Romance,,"['32.0', '49.3', '16.9', '1.5', '0.3']",https://movie.douban.com/subject/1304304/,
1292270,2000,Douban,219728,,,,8.8,梦之安魂曲 Requiem for a Dream,,Drama,,"['52.2', '35.9', '10.1', '1.2', '0.5']",https://movie.douban.com/subject/1292270/,
1296459,2000,Douban,34434,,,,7.2,星际传奇 Pitch Black,,Action / Sci-Fi / Thriller,,"['13.5', '40.7', '39.6', '5.3', '0.9']",https://movie.douban.com/subject/1296459/,
2156667,2000,Douban,72814,,,,9.2,西游记续集,,Drama / Action / Fantasy / Adventure / Costume,,"['68.2', '23.3', '6.8', '1.1', '0.5']",https://movie.douban.com/subject/2156667/,
1298694,2000,Douban,22389,,,,7.7,恐龙 Dinosaur,,Animation / Adventure,,"['21.4', '44.5', '31.2', '2.5', '0.4']",https://movie.douban.com/subject/1298694/,
1300946,2000,Douban,16880,,,,7.5,业余小偷 Small Time Crooks,,Comedy / Crime,,"['15.1', '48.3', '33.3', '2.9', '0.4']",https://movie.douban.com/subject/1300946/,
1294893,2000,Douban,39525,,,,7.0,第六日 The 6th Day,,Action / Sci-Fi / Thriller,,"['9.5', '37.9', '47.5', '4.6', '0.5']",https://movie.douban.com/subject/1294893/,
1296949,2000,Douban,7696,,,,7.6,巴黎浮世绘 Code inconnu: Récit incomplet de divers voyages,,Drama,,"['17.0', '50.1', '28.4', '3.4', '1.0']",https://movie.douban.com/subject/1296949/,
1301056,2000,Douban,6618,,,,6.8,神鬼愿望 Bedazzled,,Comedy / Fantasy,,"['9.4', '30.7', '51.1', '7.3', '1.5']",https://movie.douban.com/subject/1301056/,
1301166,2000,Douban,33273,,,,7.6,垂直极限 Vertical Limit,,Action / Thriller / Adventure,,"['18.5', '49.2', '29.0', '2.8', '0.6']",https://movie.douban.com/subject/1301166/,
1293133,2000,Douban,21430,,,,6.3,惊声尖叫3 Scream 3,,Thriller / Horror,,"['7.5', '19.7', '57.2', '13.5', '2.1']",https://movie.douban.com/subject/1293133/,
1301328,2000,Douban,20696,,,,7.3,暗流 Les rivières pourpres,,Mystery / Thriller / Crime,,"['12.1', '45.7', '38.4', '3.3', '0.6']",https://movie.douban.com/subject/1301328/,
1297291,2000,Douban,85264,,,,6.8,夏日么么茶 夏日的麼麼茶,,Comedy / Romance,,"['8.9', '28.7', '54.4', '7.1', '0.9']",https://movie.douban.com/subject/1297291/,
1428366,2000,Douban,2483,,,,8.8,消消气 第一季 Curb Your Enthusiasm Season 1,,Comedy,,"['53.3', '35.3', '9.0', '1.1', '1.3']",https://movie.douban.com/subject/1428366/,
2333699,2000,Douban,20821,,,,8.7,蜡笔小新：呼风唤雨的热带雨林 クレヨンしんちゃん 嵐を呼ぶジャングル,,Comedy / Animation,,"['49.3', '37.4', '12.5', '0.7', '0.2']",https://movie.douban.com/subject/2333699/,
1856675,2000,Douban,16836,,,,7.8,海贼王剧场版1：黄金岛冒险 ONE PIECE 劇場版,,Comedy / Action / Animation / Fantasy / Adventure,,"['25.9', '41.5', '29.5', '2.6', '0.5']",https://movie.douban.com/subject/1856675/,
1424702,2000,Douban,17642,,,,9.1,冤家成双对 第一季 Coupling Season 1,,Comedy,,"['64.3', '27.4', '7.2', '0.8', '0.3']",https://movie.douban.com/subject/1424702/,
1465679,2000,Douban,26183,,,,8.6,圈套 トリック,,Drama / Comedy / Mystery,,"['47.5', '38.4', '12.6', '1.2', '0.3']",https://movie.douban.com/subject/1465679/,
1301890,2000,Douban,124337,,,,8.0,浓情巧克力 Chocolat,,Drama / Romance,,"['25.6', '51.2', '21.7', '1.3', '0.2']",https://movie.douban.com/subject/1301890/,
1297866,2000,Douban,33094,,,,6.5,上海正午 Shanghai Noon,,Comedy / Action / Western / Adventure,,"['7.0', '23.9', '58.3', '9.4', '1.4']",https://movie.douban.com/subject/1297866/,
2190935,2000,Douban,37008,,,,8.0,陀枪师姐2 陀槍師姐II,,Drama / Romance / Crime,,"['25.3', '51.8', '21.0', '1.5', '0.4']",https://movie.douban.com/subject/2190935/,
1437322,2000,Douban,23303,,,,7.9,人间四月天,,Drama / Romance,,"['23.4', '51.7', '22.7', '1.7', '0.6']",https://movie.douban.com/subject/1437322/,
1302271,2000,Douban,58512,,,,7.9,的士速递2 Taxi 2,,Comedy / Action / Crime,,"['22.4', '53.1', '23.0', '1.3', '0.2']",https://movie.douban.com/subject/1302271/,
1298252,2000,Douban,62516,,,,7.4,胜者为王 勝者為王,,Thriller / Crime,,"['18.0', '40.5', '36.4', '4.1', '0.9']",https://movie.douban.com/subject/1298252/,
1306692,2000,Douban,95459,,,,8.2,枪王 鎗王,,Action / Crime,,"['31.3', '48.4', '18.7', '1.4', '0.2']",https://movie.douban.com/subject/1306692/,
2357343,2000,Douban,34589,,,,7.6,天地传说之鱼美人,,Romance / Fantasy / Costume,,"['21.7', '41.9', '33.1', '2.8', '0.5']",https://movie.douban.com/subject/2357343/,
1818751,2000,Douban,4665,,,,8.4,情字路上 Mohabbatein,,Drama / Romance / Musical,,"['42.7', '38.4', '15.6', '2.4', '0.8']",https://movie.douban.com/subject/1818751/,
1470600,2000,Douban,70423,,,,8.6,鸟！鸟！鸟！ For the Birds,,Animation / Short / Family,,"['45.7', '40.9', '12.6', '0.6', '0.1']",https://movie.douban.com/subject/1470600/,
1296585,2000,Douban,6200,,,,7.7,精灵宝可梦：结晶塔的帝王 劇場版ポケットモンスター 結晶塔の帝王 ENTEI,,Action / Sci-Fi / Animation / Family / Fantasy / Adventure,,"['22.1', '43.2', '31.5', '2.9', '0.4']",https://movie.douban.com/subject/1296585/,
1304952,2000,Douban,6667,,,,7.9,黑板 تخته سیاه: خانه,,Drama / War,,"['23.2', '52.6', '21.6', '2.0', '0.6']",https://movie.douban.com/subject/1304952/,
1306850,2000,Douban,4421,,,,7.8,野花 Kytice,,Drama / Romance / Mystery / Horror,,"['26.6', '44.5', '24.3', '3.3', '1.3']",https://movie.douban.com/subject/1306850/,
3901687,2000,Douban,7810,,,,9.2,黑道家族 第二季 The Sopranos Season 2,,Drama / Thriller / Crime,,"['67.1', '27.2', '4.9', '0.4', '0.3']",https://movie.douban.com/subject/3901687/,
1427500,2000,Douban,44909,,,,9.2,同志亦凡人 第一季 Queer as Folk Season 1,,Drama / Homosexual,,"['69.9', '23.0', '6.2', '0.6', '0.3']",https://movie.douban.com/subject/1427500/,
2285865,2000,Douban,12870,,,,9.5,游戏王：怪兽之决斗 遊☆戯☆王デュエルモンスターズ,,Animation,,"['79.9', '16.0', '3.3', '0.5', '0.4']",https://movie.douban.com/subject/2285865/,
1294689,2000,Douban,9304,,,,8.2,中央舞台 Center Stage,,Drama / Musical,,"['30.6', '48.7', '19.2', '1.3', '0.2']",https://movie.douban.com/subject/1294689/,
1296787,2000,Douban,2216,,,,7.4,奇迹小子 Wonder Boys,,Drama / Comedy,,"['16.1', '42.5', '36.7', '3.6', '1.1']",https://movie.douban.com/subject/1296787/,
1427869,2000,Douban,932,,,,8.0,长崎漫步曲 長崎ぶらぶら節,,Drama / History,,"['30.4', '44.3', '21.9', '2.9', '0.4']",https://movie.douban.com/subject/1427869/,
1298876,2000,Douban,4204,,,,6.5,危机四伏 What Lies Beneath,,Drama / Mystery / Thriller / Horror,,"['7.0', '26.8', '54.7', '9.5', '2.1']",https://movie.douban.com/subject/1298876/,
1296874,2000,Douban,24806,,,,7.6,紧急迫降,,Drama / Disaster,,"['21.6', '41.7', '31.0', '4.5', '1.2']",https://movie.douban.com/subject/1296874/,
1294829,2000,Douban,63917,,,,7.1,拜见岳父大人 Meet the Parents,,Comedy / Romance,,"['9.6', '40.5', '44.7', '4.5', '0.6']",https://movie.douban.com/subject/1294829/,
1401338,2000,Douban,10446,,,,7.8,蓝色爱情,,Drama / Romance,,"['23.4', '45.9', '27.9', '2.4', '0.4']",https://movie.douban.com/subject/1401338/,
1759768,2000,Douban,2394,,,,7.0,继续 电影版：美丽梦想者 ケイゾク 映画 Beautiful Dreamer,,Mystery / Crime,,"['16.2', '30.0', '44.5', '7.5', '1.8']",https://movie.douban.com/subject/1759768/,
1761848,2000,Douban,40004,,,,8.6,夏娃的诱惑 이브의 모든것,,Drama / Romance,,"['46.0', '39.1', '13.9', '0.7', '0.2']",https://movie.douban.com/subject/1761848/,
1292973,2000,Douban,101769,,,,7.7,小鸡快跑 Chicken Run,,Comedy / Animation / Family,,"['19.0', '48.0', '31.0', '1.9', '0.3']",https://movie.douban.com/subject/1292973/,
1397550,2000,Douban,30591,,,,7.8,我是你爸爸,,Drama / Comedy,,"['21.7', '50.3', '25.4', '2.1', '0.5']",https://movie.douban.com/subject/1397550/,
3797823,2000,Douban,4557,,,,6.2,黑狱断肠歌2无期徒刑 黑獄斷腸歌II無期徒刑,,Thriller / Crime,,"['8.5', '17.5', '53.4', '17.1', '3.5']",https://movie.douban.com/subject/3797823/,
1461079,2000,Douban,29458,,,,8.0,咒怨 录像带版 呪怨 ビデオオリジナル版,,Mystery / Horror,,"['31.1', '42.2', '22.9', '2.9', '0.9']",https://movie.douban.com/subject/1461079/,
1299343,2000,Douban,3612,,,,6.9,一如既往 Keeping the Faith,,Drama / Comedy / Romance,,"['9.7', '30.6', '53.5', '5.4', '0.8']",https://movie.douban.com/subject/1299343/,
1297363,2000,Douban,19794,,,,6.8,薰衣草,,Romance / Fantasy,,"['11.5', '29.0', '50.6', '7.8', '1.1']",https://movie.douban.com/subject/1297363/,
1829859,2000,Douban,944,,,,7.9,旺妲的房间 No Quarto da Vanda,,Drama,,"['32.3', '39.4', '22.3', '4.2', '1.8']",https://movie.douban.com/subject/1829859/,
10540037,2000,Douban,20264,,,,8.3,创世纪2：天地有情 創世紀2：天地有情,,Drama,,"['43.2', '35.3', '16.2', '3.5', '1.8']",https://movie.douban.com/subject/10540037/,
2245679,2000,Douban,82455,,,,8.1,西游记后传,,Drama / Action / Fantasy,,"['39.6', '36.8', '16.7', '4.0', '2.9']",https://movie.douban.com/subject/2245679/,
1306463,2000,Douban,1130,,,,6.8,茅趸王 반칙왕,,Comedy / Sport,,"['9.2', '32.5', '48.6', '7.8', '1.9']",https://movie.douban.com/subject/1306463/,
1297481,2000,Douban,5088,,,,7.7,芳心何处 Where the Heart Is,,Drama / Comedy / Romance,,"['20.1', '46.3', '30.4', '2.7', '0.5']",https://movie.douban.com/subject/1297481/,
1299981,2000,Douban,87951,,,,7.1,惊声尖笑 Scary Movie,,Comedy,,"['14.7', '36.0', '40.5', '7.0', '1.7']",https://movie.douban.com/subject/1299981/,
1446994,2000,Douban,2844,,,,6.7,真相 실제상황,,Drama / Crime,,"['12.3', '26.6', '45.1', '13.2', '2.8']",https://movie.douban.com/subject/1446994/,
1293470,2000,Douban,66988,,,,6.8,透明人 Hollow Man,,Sci-Fi / Thriller / Horror,,"['8.0', '33.3', '51.5', '6.4', '0.8']",https://movie.douban.com/subject/1293470/,
1307868,2000,Douban,55586,,,,5.9,决战紫禁之巅,,Comedy / Action / Fantasy / Adventure,,"['4.7', '14.9', '56.2', '20.5', '3.7']",https://movie.douban.com/subject/1307868/,
1291562,2000,Douban,86625,,,,8.2,黑暗中的舞者 Dancer in the Dark,,Drama / Musical,,"['39.5', '38.3', '16.7', '3.8', '1.8']",https://movie.douban.com/subject/1291562/,
1299786,2000,Douban,7981,,,,7.3,失恋排行榜 High Fidelity,,Drama / Comedy / Romance / Music,,"['15.3', '39.7', '38.3', '5.8', '1.0']",https://movie.douban.com/subject/1299786/,
2270545,2000,Douban,132998,,,,7.9,春光灿烂猪八戒,,Drama / Comedy / Romance / Costume,,"['26.3', '45.8', '24.3', '2.8', '0.8']",https://movie.douban.com/subject/2270545/,
1412436,2000,Douban,22903,,,,9.0,特别的她 FLCL,,Drama / Comedy / Sci-Fi / Animation / Fantasy,,"['65.1', '23.9', '8.3', '1.8', '1.0']",https://movie.douban.com/subject/1412436/,
1301889,2000,Douban,6800,,,,7.9,惊爆十三天 Thirteen Days,,Drama / Thriller / History,,"['23.3', '52.7', '21.9', '1.7', '0.4']",https://movie.douban.com/subject/1301889/,
1306525,2000,Douban,451,,,,6.3,水的重量 The Weight of Water,,Drama / Mystery / Thriller,,"['7.7', '24.1', '49.5', '12.4', '6.4']",https://movie.douban.com/subject/1306525/,
1306044,2000,Douban,1491,,,,8.0,颜 顔,,Drama / Comedy,,"['26.2', '51.2', '18.3', '3.1', '1.2']",https://movie.douban.com/subject/1306044/,
3055044,1985,Douban,11090,,,,8.5,吸血鬼猎人D 吸血鬼ハンターD,,Animation / Horror / Fantasy,,"['47.0', '34.6', '15.8', '2.1', '0.5']",https://movie.douban.com/subject/3055044/,
1308101,2000,Douban,12902,,,,7.1,处女心经 오! 수정,,Romance,,"['13.0', '40.9', '38.1', '6.3', '1.7']",https://movie.douban.com/subject/1308101/,
1293815,2000,Douban,40223,,,,7.6,完美风暴 The Perfect Storm,,Drama / Disaster,,"['17.5', '49.2', '30.5', '2.4', '0.4']",https://movie.douban.com/subject/1293815/,
1302029,2000,Douban,903,,,,6.6,迷情漩涡 Maelström,,Drama,,"['7.0', '28.6', '51.1', '11.4', '1.8']",https://movie.douban.com/subject/1302029/,
3286547,2000,Douban,146127,,,,9.8,老友记 第七季 Friends Season 7,,Comedy / Romance,,"['89.6', '9.1', '1.1', '0.1', '0.1']",https://movie.douban.com/subject/3286547/,
20442884,2000,Douban,2477,,,,9.4,欢乐一家亲 第八季 Frasier Season 8,,,,"['75.7', '19.6', '3.9', '0.5', '0.3']",https://movie.douban.com/subject/20442884/,
1298189,2000,Douban,53444,,,,7.4,极速60秒 Gone in 60 Seconds,,Action / Thriller / Crime,,"['14.6', '44.5', '36.9', '3.5', '0.5']",https://movie.douban.com/subject/1298189/,
1308494,2000,Douban,1985,,,,7.2,情迷步话机 동감,,Romance / Sci-Fi,,"['13.8', '41.0', '39.5', '4.4', '1.3']",https://movie.douban.com/subject/1308494/,
19959647,2000,Douban,3027,,,,9.2,马尔科姆的一家 第一季 Malcolm in the Middle Season 1,,Comedy,,"['70.2', '23.3', '5.5', '0.4', '0.6']",https://movie.douban.com/subject/19959647/,
3393386,2000,Douban,12431,,,,7.7,咒怨2 录像带版 呪怨2 ビデオオリジナル版,,Horror,,"['25.9', '40.2', '28.8', '4.2', '0.9']",https://movie.douban.com/subject/3393386/,
1417073,2000,Douban,12190,,,,7.7,最后的吸血鬼 BLOOD THE LAST VAMPIRE,,Action / Animation / Horror,,"['23.9', '43.3', '29.3', '2.8', '0.7']",https://movie.douban.com/subject/1417073/,
2229576,2000,Douban,171760,,,,8.7,上错花轿嫁对郎,,Drama / Comedy / Romance / Costume,,"['48.7', '37.6', '12.4', '1.1', '0.3']",https://movie.douban.com/subject/2229576/,
1302458,2000,Douban,4520,,,,7.4,救姜刑警 救薑刑警,,Comedy / Crime,,"['16.2', '43.9', '36.2', '2.9', '0.7']",https://movie.douban.com/subject/1302458/,
2246589,2000,Douban,4009,,,,7.9,钢铁是怎样炼成的,,Drama / History / War,,"['30.5', '41.5', '23.3', '2.5', '2.2']",https://movie.douban.com/subject/2246589/,
2252736,2000,Douban,22302,,,,7.1,康熙微服私访记3,,Drama / History / Costume,,"['14.0', '34.7', '46.2', '3.9', '1.2']",https://movie.douban.com/subject/2252736/,
1994761,2000,Douban,149,,,,8.1,男孩的生活3 Boys Life 3,,Drama / Romance,,"['50.0', '16.7', '25.0', '5.0', '3.3']",https://movie.douban.com/subject/1994761/,
4044821,2006,Douban,10536,,,,8.2,马大帅3 马大帅III,,Comedy / Family,,"['39.2', '36.9', '20.2', '2.7', '1.0']",https://movie.douban.com/subject/4044821/,
1294358,1999,Douban,2332,,,,6.7,哈啦猛男秀 Deuce Bigalow: Male Gigolo,,Comedy,,"['10.6', '29.0', '48.6', '9.7', '2.1']",https://movie.douban.com/subject/1294358/,
2248733,2002,Douban,1184,,,,6.6,火帅,,Drama / Costume,,"['10.5', '26.3', '50.6', '10.1', '2.6']",https://movie.douban.com/subject/2248733/,
3321892,2000,Douban,26239,,,,9.0,迪迦奥特曼：最终圣战 ウルトラマンティガ THE FINAL ODYSSEY,,Action / Sci-Fi / Fantasy / Adventure,,"['62.3', '27.4', '8.5', '1.0', '0.7']",https://movie.douban.com/subject/3321892/,
2330661,2000,Douban,865,,,,5.7,防守反击,,Comedy / Romance,,"['10.9', '11.0', '41.5', '25.4', '11.2']",https://movie.douban.com/subject/2330661/,
3792940,2005,Douban,4319,,,,8.3,天剑群侠,,Romance / Chinese swordplay,,"['37.7', '42.2', '17.4', '1.9', '0.8']",https://movie.douban.com/subject/3792940/,
4149298,2000,Douban,326,,,,7.6,廉政行动1996 廉政行動1996,,Drama,,"['20.1', '46.4', '28.9', '2.9', '1.7']",https://movie.douban.com/subject/4149298/,
3149884,2000,Douban,1755,,,,9.0,人人都爱雷蒙德 第五季 Everybody Loves Raymond Season 5,,Comedy / Family,,"['60.1', '31.4', '7.0', '1.0', '0.5']",https://movie.douban.com/subject/3149884/,
1476669,2000,Douban,4769,,,,6.0,炭烧凶咒 炭燒凶咒,,Horror,,"['8.2', '15.7', '50.8', '20.3', '5.1']",https://movie.douban.com/subject/1476669/,
1304641,2001,Douban,144132,,,,7.8,红磨坊 Moulin Rouge!,,Drama / Romance / Musical,,"['24.4', '47.3', '25.0', '2.8', '0.5']",https://movie.douban.com/subject/1304641/,
1308742,2004,Douban,30779,,,,5.7,魔幻厨房,,Comedy / Romance,,"['3.7', '11.2', '54.3', '25.9', '4.9']",https://movie.douban.com/subject/1308742/,
1308748,2003,Douban,42605,,,,6.4,地下铁 地下鐵,,Romance,,"['5.6', '21.8', '60.7', '10.7', '1.2']",https://movie.douban.com/subject/1308748/,
1300565,2000,Douban,4577,,,,6.6,机票情缘 Bounce,,Drama / Romance,,"['8.8', '27.0', '52.6', '10.0', '1.6']",https://movie.douban.com/subject/1300565/,
1306730,2001,Douban,84818,,,,7.6,钢琴教师 La pianiste,,Drama / Romance / Thriller / Eroticism,,"['20.1', '43.7', '31.0', '4.2', '1.0']",https://movie.douban.com/subject/1306730/,
1465021,2000,Douban,21309,,,,8.4,美丽人生 ビューティフルライフ,,Drama / Romance,,"['38.2', '44.1', '16.4', '1.0', '0.2']",https://movie.douban.com/subject/1465021/,
